Race,Gender,Age,Education,Party,Vote,Ideology,Income,Union,Athlete,Friend of Athlete,Region,Support for NCAA Athletes,Support for NCAA Administrators,Racial Resentment Score,Linked Fate Score,Treatment Group,Payment Score,Protest Score,Pandemic Score,Violation Response,Suspension Response,Draft Response,Compensation Response,Social Image Response,Pandemic Response,LF,RR
MIXED,FEMALE,THIRTIES,HS_GED,IND,NO,MOD,0 - 24k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,4,5,Retail Control Group,-2,-3,3,X,X,X,X,X,X,MID,MID
WHITE,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,OPPOSE,6,7,Retail Control Group,2,3,2,X,X,X,X,X,X,HIGH,LOW
WHITE,FEMALE,FORTIES,ASSOC,REP,YES,CON,0 - 24k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,5,3,Racial Resentment Treatment Group,0,1,-2,N,N,Y,N,Y,N,MID,MID
BLACK,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,YES,NORTHEAST,SUPPORT,NEITHER,6,5,Linked Fate Treatment Group,-3,2,-2,Y,N,N,Y,N,N,MID,LOW
HISP_LAT,MALE,FORTIES,BACH,IND,YES,MOD,51k - 100k,NO,X,YES,WESTCOAST,S_SUPPORT,SUPPORT,3,5,Retail Control Group,1,4,3,X,X,X,X,X,X,MID,MID
BLACK,MALE,THIRTIES,MAST,DEM,YES,LIB,301k - 500k,NO,X,YES,SOUTHEAST,SUPPORT,SUPPORT,8,2,Linked Fate Treatment Group,1,0,3,N,N,N,N,Y,N,MID,LOW
WHITE,MALE,FIFTIES,BACH,REP,YES,CON,301k - 500k,NO,X,NO,MIDWEST,S_OPPOSE,S_OPPOSE,-3,1,Racial Resentment Treatment Group,-3,-2,-2,Y,Y,Y,Y,N,Y,MID,HIGH
ASIAN,FEMALE,TWENTIES,MAST,DEM,YES,LIB,25k - 50k,NO,X,NO,MIDWEST,NEITHER,S_OPPOSE,5,6,Race Neutral Control Group,-1,4,2,Y,N,N,X,X,X,HIGH,MID
WHITE,FEMALE,THIRTIES,PROF,DEM,YES,LIB,301k - 500k,NO,X,NO,MIDWEST,S_SUPPORT,OPPOSE,6,6,Racial Resentment Treatment Group,1,4,1,N,N,N,N,Y,N,HIGH,LOW
WHITE,MALE,SIXTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,6,4,Race Neutral Control Group,-1,4,-2,Y,N,N,X,X,X,MID,LOW
WHITE,FEMALE,FORTIES,HS_GED,DEM,YES,LIB,0 - 24k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,4,5,Linked Fate Treatment Group,0,3,3,Y,Y,Y,Y,N,N,MID,MID
WHITE,FEMALE,THIRTIES,ASSOC,REP,YES,MOD,0 - 24k,NO,X,NO,MIDWEST,NEITHER,NEITHER,0,2,Retail Control Group,-1,2,-2,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,MIDATLANTIC,NEITHER,NEITHER,1,3,Race Neutral Control Group,-3,2,-3,Y,N,N,X,X,X,MID,MID
WHITE,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,S_SUPPORT,S_OPPOSE,6,7,Racial Resentment Treatment Group,1,4,-2,Y,N,N,N,Y,N,HIGH,LOW
WHITE,FEMALE,FIFTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,NEITHER,OPPOSE,5,6,Linked Fate Treatment Group,0,4,2,Y,Y,N,Y,N,N,HIGH,MID
ASIAN,MALE,TWENTIES,PROF,IND,YES,MOD,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,4,3,Retail Control Group,-1,0,1,X,X,X,X,X,X,MID,MID
BLACK,MALE,THIRTIES,BACH,DEM,YES,LIB,25k - 50k,YES,X,YES,NORTHWEST,S_SUPPORT,S_SUPPORT,5,3,Racial Resentment Treatment Group,2,3,3,Y,N,Y,Y,Y,Y,MID,MID
WHITE,MALE,THIRTIES,MAST,DEM,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,4,3,Race Neutral Control Group,3,3,2,Y,Y,N,X,X,X,MID,MID
WHITE,X,SIXTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,1,0,Race Neutral Control Group,-2,2,2,Y,Y,N,X,X,X,MID,MID
WHITE,MALE,FIFTIES,BACH,REP,YES,MOD,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,OPPOSE,3,5,Retail Control Group,1,2,2,X,X,X,X,X,X,MID,MID
WHITE,MALE,FIFTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,NO,SOUTHEAST,NEITHER,NEITHER,4,3,Linked Fate Treatment Group,1,3,2,Y,Y,N,N,Y,N,MID,MID
WHITE,MALE,SEVENTIES,SOME_COLL,IND,YES,LIB,25k - 50k,NO,X,NO,NORTHWEST,S_SUPPORT,SUPPORT,3,3,Linked Fate Treatment Group,-1,4,-2,Y,Y,N,Y,N,N,MID,MID
WHITE,FEMALE,TWENTIES,BACH,IND,YES,LIB,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,4,0,Linked Fate Treatment Group,-1,4,-2,N,N,N,Y,Y,N,MID,MID
WHITE,FEMALE,FIFTIES,BACH,DEM,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,NEITHER,NEITHER,6,6,Racial Resentment Treatment Group,1,3,3,Y,Y,N,N,Y,N,HIGH,LOW
WHITE,FEMALE,TWENTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,SUPPORT,NEITHER,0,6,Retail Control Group,3,4,3,X,X,X,X,X,X,HIGH,MID
WHITE,MALE,FIFTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,MIDATLANTIC,NEITHER,OPPOSE,1,2,Linked Fate Treatment Group,-1,4,-2,Y,N,Y,Y,N,Y,MID,MID
HISP_LAT,FEMALE,TWENTIES,HS_GED,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,5,7,Retail Control Group,2,4,2,X,X,X,X,X,X,HIGH,MID
HISP_LAT,MALE,THIRTIES,PROF,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,S_SUPPORT,NEITHER,4,6,Race Neutral Control Group,0,1,-2,Y,N,N,X,X,X,HIGH,MID
WHITE,MALE,FIFTIES,PROF,DEM,YES,MOD,51k - 100k,YES,X,NO,NORTHEAST,S_SUPPORT,SUPPORT,6,5,Race Neutral Control Group,-1,2,3,X,Y,N,X,X,X,MID,LOW
WHITE,MALE,FORTIES,SOME_COLL,IND,YES,MOD,25k - 50k,NO,X,NO,SOUTHEAST,S_SUPPORT,OPPOSE,2,0,Racial Resentment Treatment Group,-3,0,-3,X,X,N,Y,N,Y,MID,MID
WHITE,FEMALE,SIXTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,OPPOSE,-2,1,Racial Resentment Treatment Group,-3,3,3,Y,Y,N,Y,N,N,MID,HIGH
ND,FEMALE,TWENTIES,ASSOC,IND,YES,MOD,25k - 50k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,-2,0,Linked Fate Treatment Group,-1,0,-3,N,N,N,N,N,N,MID,HIGH
WHITE,MALE,THIRTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDATLANTIC,S_SUPPORT,NEITHER,4,6,Race Neutral Control Group,2,4,3,X,N,N,X,X,X,HIGH,MID
WHITE,MALE,SIXTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,NEITHER,NEITHER,2,-1,Retail Control Group,1,-1,3,X,X,X,X,X,X,LOW,MID
HISP_LAT,MALE,THIRTIES,BACH,IND,YES,LIB,51k - 100k,NO,X,NO,MIDATLANTIC,SUPPORT,NEITHER,3,0,Racial Resentment Treatment Group,-2,-1,3,Y,Y,N,Y,N,Y,MID,MID
ASIAN,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,1,3,Race Neutral Control Group,-1,0,3,Y,Y,N,X,X,X,MID,MID
ASIAN,FEMALE,TEENS,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,3,2,Retail Control Group,0,3,2,X,X,X,X,X,X,MID,MID
WHITE,MALE,SIXTIES,MAST,DEM,YES,LIB,301k - 500k,YES,X,YES,SOUTHEAST,S_SUPPORT,S_OPPOSE,5,6,Linked Fate Treatment Group,1,4,3,Y,N,N,N,Y,N,HIGH,MID
MIXED,FEMALE,FORTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,S_SUPPORT,NEITHER,6,6,Race Neutral Control Group,1,1,3,Y,N,N,X,X,X,HIGH,LOW
WHITE,FEMALE,FIFTIES,ASSOC,REP,YES,CON,0 - 24k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,-1,0,Retail Control Group,-3,4,2,X,X,X,X,X,X,MID,HIGH
WHITE,MALE,FIFTIES,BACH,IND,YES,MOD,51k - 100k,YES,X,NO,MIDWEST,SUPPORT,NEITHER,4,2,Linked Fate Treatment Group,-1,4,1,Y,N,N,N,N,N,MID,MID
MIXED,FEMALE,TWENTIES,BACH,DEM,YES,LIB,0 - 24k,NO,X,NO,NORTHEAST,S_SUPPORT,NEITHER,6,5,Racial Resentment Treatment Group,2,4,3,Y,N,N,Y,Y,N,MID,LOW
WHITE,MALE,THIRTIES,MAST,IND,YES,MOD,51k - 100k,YES,X,NO,NORTHEAST,SUPPORT,SUPPORT,-2,5,Race Neutral Control Group,-1,4,0,Y,Y,N,X,X,X,MID,HIGH
WHITE,FEMALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,NO,NORTHWEST,S_SUPPORT,SUPPORT,10,-1,Retail Control Group,3,3,3,X,X,X,X,X,X,LOW,LOW
BLACK,MALE,THIRTIES,MAST,DEM,YES,LIB,25k - 50k,NO,X,YES,SOUTHWEST,S_SUPPORT,S_SUPPORT,9,2,Linked Fate Treatment Group,0,1,0,Y,Y,Y,Y,N,Y,MID,LOW
WHITE,MALE,THIRTIES,PROF,DEM,YES,MOD,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,0,3,Race Neutral Control Group,2,3,-1,N,N,N,X,X,X,MID,MID
WHITE,MALE,FORTIES,HS_GED,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,S_SUPPORT,OPPOSE,4,4,Racial Resentment Treatment Group,-1,2,3,Y,X,X,X,Y,N,MID,MID
ASIAN,FEMALE,FORTIES,BACH,REP,YES,MOD,51k - 100k,NO,X,NO,SOUTHEAST,S_SUPPORT,S_SUPPORT,2,0,Retail Control Group,-1,4,3,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,FIFTIES,MAST,DEM,YES,LIB,51k - 100k,YES,X,NO,NORTHEAST,S_SUPPORT,SUPPORT,6,6,Linked Fate Treatment Group,-3,4,3,N,N,N,Y,N,N,HIGH,LOW
BLACK,FEMALE,FORTIES,HS_GED,DEM,YES,LIB,0 - 24k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,6,4,Retail Control Group,-2,2,3,X,X,X,X,X,X,MID,LOW
BLACK,X,FORTIES,ASSOC,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHEAST,SUPPORT,SUPPORT,2,5,Race Neutral Control Group,3,4,3,X,N,N,X,X,X,MID,MID
WHITE,MALE,FORTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,NO,NORTHEAST,SUPPORT,SUPPORT,3,2,Racial Resentment Treatment Group,-3,3,2,N,N,N,N,Y,N,MID,MID
WHITE,MALE,THIRTIES,MAST,DEM,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,1,1,Linked Fate Treatment Group,-2,2,0,Y,Y,Y,Y,N,Y,MID,MID
BLACK,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHWEST,S_SUPPORT,SUPPORT,10,5,Racial Resentment Treatment Group,3,4,3,Y,Y,N,Y,N,N,MID,LOW
WHITE,MALE,THIRTIES,PROF,IND,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,S_OPPOSE,0,7,Racial Resentment Treatment Group,2,3,3,Y,N,N,N,Y,N,HIGH,MID
WHITE,FEMALE,TWENTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,4,2,Race Neutral Control Group,2,4,2,X,N,N,X,X,X,MID,MID
WHITE,MALE,FORTIES,HS_GED,DEM,YES,LIB,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,3,3,Retail Control Group,1,2,2,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,SIXTIES,HS_GED,REP,YES,MOD,51k - 100k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,4,-1,Racial Resentment Treatment Group,-1,0,0,Y,Y,N,Y,N,Y,LOW,MID
WHITE,FEMALE,THIRTIES,HS_GED,IND,NO,MOD,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,2,0,Race Neutral Control Group,1,4,2,Y,Y,N,X,X,X,MID,MID
WHITE,MALE,TWENTIES,SOME_COLL,REP,YES,CON,51k - 100k,NO,X,YES,MIDWEST,SUPPORT,OPPOSE,-3,3,Race Neutral Control Group,-1,-1,-2,Y,Y,N,X,X,X,MID,HIGH
WHITE,MALE,THIRTIES,SOME_COLL,IND,YES,LIB,25k - 50k,NO,X,NO,MIDWEST,SUPPORT,SUPPORT,4,0,Linked Fate Treatment Group,0,4,-1,Y,Y,Y,Y,Y,N,MID,MID
WHITE,FEMALE,THIRTIES,ASSOC,REP,YES,CON,51k - 100k,YES,X,NO,SOUTHEAST,SUPPORT,NEITHER,0,2,Retail Control Group,-3,1,-2,X,X,X,X,X,X,MID,MID
WHITE,OTHER,THIRTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,6,5,Retail Control Group,1,2,3,X,X,X,X,X,X,MID,LOW
WHITE,FEMALE,FORTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,NEITHER,0,5,Retail Control Group,0,4,0,X,X,X,X,X,X,MID,MID
WHITE,MALE,THIRTIES,MAST,IND,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,OPPOSE,0,0,Linked Fate Treatment Group,-3,4,2,Y,Y,N,Y,N,N,MID,MID
WHITE,MALE,THIRTIES,SOME_COLL,IND,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,OPPOSE,-1,2,Linked Fate Treatment Group,-1,-2,-3,Y,N,N,N,N,N,MID,HIGH
WHITE,FEMALE,TWENTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,OPPOSE,6,6,Racial Resentment Treatment Group,0,4,2,Y,N,N,N,N,N,HIGH,LOW
WHITE,FEMALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDATLANTIC,SUPPORT,SUPPORT,5,6,Linked Fate Treatment Group,2,3,3,Y,N,N,N,N,N,HIGH,MID
WHITE,MALE,FORTIES,HS_GED,REP,YES,MOD,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,0,3,Linked Fate Treatment Group,-3,-1,2,Y,Y,N,Y,N,N,MID,MID
BLACK,MALE,TWENTIES,PROF,DEM,YES,LIB,25k - 50k,NO,X,NO,NORTHEAST,SUPPORT,OPPOSE,1,4,Race Neutral Control Group,2,2,2,X,Y,N,X,X,X,MID,MID
WHITE,FEMALE,THIRTIES,ASSOC,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHWEST,S_SUPPORT,S_SUPPORT,3,2,Racial Resentment Treatment Group,0,1,-2,Y,N,N,Y,N,N,MID,MID
WHITE,MALE,FIFTIES,BACH,IND,YES,MOD,301k - 500k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,-1,2,Race Neutral Control Group,-3,3,2,Y,Y,N,X,X,X,MID,HIGH
WHITE,FEMALE,THIRTIES,MAST,REP,YES,CON,51k - 100k,NO,X,NO,SOUTHEAST,S_SUPPORT,S_SUPPORT,2,-2,Racial Resentment Treatment Group,-3,-4,3,Y,Y,Y,Y,N,Y,LOW,MID
WHITE,MALE,FORTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,3,-1,Linked Fate Treatment Group,-1,4,-3,Y,N,N,N,Y,N,LOW,MID
WHITE,FEMALE,TWENTIES,BACH,DEM,YES,LIB,0 - 24k,YES,X,NO,MIDWEST,S_SUPPORT,SUPPORT,5,6,Linked Fate Treatment Group,2,4,2,Y,N,N,N,Y,N,HIGH,MID
WHITE,X,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,S_SUPPORT,OPPOSE,3,5,Linked Fate Treatment Group,0,3,2,Y,N,N,N,Y,N,MID,MID
WHITE,FEMALE,FIFTIES,ASSOC,IND,YES,LIB,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,-1,5,Race Neutral Control Group,1,1,0,X,N,N,X,X,X,MID,HIGH
MIXED,OTHER,TWENTIES,SOME_COLL,IND,YES,LIB,25k - 50k,NO,X,NO,NORTHEAST,SUPPORT,NEITHER,5,6,Retail Control Group,1,3,3,X,X,X,X,X,X,HIGH,MID
WHITE,FEMALE,THIRTIES,MAST,DEM,YES,MOD,0 - 24k,NO,X,NO,NORTHEAST,S_SUPPORT,S_SUPPORT,6,5,Retail Control Group,3,1,3,X,X,X,X,X,X,MID,LOW
WHITE,FEMALE,SEVENTIES,BACH,DEM,YES,LIB,0 - 24k,NO,X,NO,MIDATLANTIC,NEITHER,NEITHER,-1,3,Linked Fate Treatment Group,-1,4,2,N,N,N,Y,N,N,MID,HIGH
WHITE,MALE,THIRTIES,BACH,IND,YES,MOD,301k - 500k,NO,X,NO,MIDWEST,SUPPORT,SUPPORT,0,4,Retail Control Group,-3,2,2,X,X,X,X,X,X,MID,MID
WHITE,MALE,SIXTIES,HS_GED,REP,YES,CON,25k - 50k,NO,X,NO,MIDWEST,S_SUPPORT,SUPPORT,3,1,Retail Control Group,-3,0,-2,X,X,X,X,X,X,MID,MID
ASIAN,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,NO,NORTHEAST,S_SUPPORT,NEITHER,4,7,Retail Control Group,2,4,2,X,X,X,X,X,X,HIGH,MID
WHITE,MALE,TWENTIES,BACH,IND,YES,CON,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,-1,-1,Racial Resentment Treatment Group,-1,4,-3,Y,N,N,N,N,N,LOW,HIGH
BLACK,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,NO,WESTCOAST,NEITHER,NEITHER,6,5,Racial Resentment Treatment Group,-1,3,3,X,N,N,Y,Y,N,MID,LOW
WHITE,MALE,TWENTIES,BACH,DEM,YES,MOD,0 - 24k,NO,X,NO,NORTHEAST,S_SUPPORT,S_SUPPORT,6,5,Racial Resentment Treatment Group,2,2,3,N,N,N,N,Y,N,MID,LOW
WHITE,MALE,TWENTIES,BACH,DEM,YES,MOD,0 - 24k,NO,X,NO,NORTHEAST,S_SUPPORT,S_SUPPORT,6,7,Race Neutral Control Group,3,3,3,N,N,N,X,X,X,HIGH,LOW
WHITE,MALE,FIFTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,0,6,Race Neutral Control Group,2,4,3,Y,Y,N,X,X,X,HIGH,MID
WHITE,FEMALE,THIRTIES,HS_GED,DEM,YES,LIB,25k - 50k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,0,0,Race Neutral Control Group,-1,2,3,Y,Y,N,X,X,X,MID,MID
BLACK,MALE,TWENTIES,BACH,DEM,YES,MOD,0 - 24k,NO,X,NO,NORTHEAST,S_SUPPORT,S_SUPPORT,6,7,Racial Resentment Treatment Group,3,4,3,N,N,N,N,Y,N,HIGH,LOW
WHITE,FEMALE,SIXTIES,MAST,REP,YES,CON,51k - 100k,YES,X,NO,NORTHEAST,SUPPORT,NEITHER,4,7,Race Neutral Control Group,2,4,-2,X,N,N,X,X,X,HIGH,MID
WHITE,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,YES,NORTHWEST,S_SUPPORT,OPPOSE,8,1,Race Neutral Control Group,3,4,-1,N,N,N,X,X,X,MID,LOW
WHITE,MALE,FORTIES,SOME_COLL,DEM,YES,MOD,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,4,1,Linked Fate Treatment Group,-3,4,3,Y,Y,Y,Y,N,N,MID,MID
WHITE,MALE,FORTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,5,5,Retail Control Group,1,4,3,X,X,X,X,X,X,MID,MID
BLACK,MALE,TWENTIES,SOME_HS,DEM,YES,LIB,25k - 50k,NO,X,NO,MIDWEST,S_SUPPORT,S_OPPOSE,6,7,Racial Resentment Treatment Group,3,4,1,X,N,X,N,Y,N,HIGH,LOW
WHITE,FEMALE,TWENTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,SUPPORT,S_SUPPORT,6,5,Retail Control Group,1,4,3,X,X,X,X,X,X,MID,LOW
WHITE,FEMALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDATLANTIC,SUPPORT,SUPPORT,6,7,Retail Control Group,2,4,2,X,X,X,X,X,X,HIGH,LOW
WHITE,MALE,THIRTIES,BACH,IND,YES,LIB,25k - 50k,NO,X,NO,SOUTHEAST,SUPPORT,S_OPPOSE,6,7,Retail Control Group,2,4,3,X,X,X,X,X,X,HIGH,LOW
ASIAN,MALE,FORTIES,BACH,REP,YES,CON,25k - 50k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,2,0,Linked Fate Treatment Group,1,1,2,Y,N,N,Y,Y,N,MID,MID
WHITE,FEMALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,SUPPORT,3,-1,Linked Fate Treatment Group,1,0,3,Y,Y,Y,Y,N,Y,LOW,MID
WHITE,MALE,SIXTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,YES,SOUTHWEST,NEITHER,NEITHER,4,6,Racial Resentment Treatment Group,-3,4,2,Y,Y,N,Y,N,N,HIGH,MID
WHITE,MALE,FIFTIES,PROF,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHEAST,SUPPORT,S_OPPOSE,3,4,Linked Fate Treatment Group,2,3,2,Y,Y,Y,Y,Y,N,MID,MID
WHITE,FEMALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHWEST,S_SUPPORT,SUPPORT,10,-2,Retail Control Group,3,4,3,X,X,X,X,X,X,LOW,LOW
WHITE,FEMALE,FORTIES,HS_GED,IND,YES,CON,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,1,1,Race Neutral Control Group,-2,-1,-2,Y,Y,N,X,X,X,MID,MID
WHITE,X,THIRTIES,PROF,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,OPPOSE,1,5,Linked Fate Treatment Group,-1,2,2,Y,N,N,N,N,N,MID,MID
WHITE,FEMALE,THIRTIES,MAST,IND,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,3,0,Linked Fate Treatment Group,0,3,3,Y,Y,N,N,N,N,MID,MID
WHITE,MALE,TWENTIES,SOME_COLL,DEM,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,-2,0,Retail Control Group,-3,-4,3,X,X,X,X,X,X,MID,HIGH
WHITE,MALE,THIRTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHEAST,NEITHER,OPPOSE,4,3,Retail Control Group,2,4,3,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,FIFTIES,ASSOC,REP,YES,CON,51k - 100k,NO,X,NO,SOUTHWEST,SUPPORT,NEITHER,-1,2,Race Neutral Control Group,-3,1,-3,Y,Y,N,X,X,X,MID,HIGH
WHITE,MALE,TWENTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,S_SUPPORT,S_OPPOSE,6,5,Linked Fate Treatment Group,1,4,3,Y,N,N,N,Y,N,MID,LOW
WHITE,FEMALE,THIRTIES,BACH,IND,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,S_OPPOSE,0,6,Racial Resentment Treatment Group,0,4,3,Y,Y,Y,Y,Y,N,HIGH,MID
WHITE,MALE,SEVENTIES,SOME_COLL,DEM,YES,MOD,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,4,4,Race Neutral Control Group,0,2,2,X,N,N,X,X,X,MID,MID
BLACK,MALE,TEENS,HS_GED,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,NEITHER,4,2,Retail Control Group,0,3,2,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,SIXTIES,PROF,DEM,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,S_SUPPORT,S_OPPOSE,2,4,Race Neutral Control Group,1,4,3,X,N,N,X,X,X,MID,MID
WHITE,OTHER,FORTIES,MAST,IND,YES,MOD,0 - 24k,NO,X,YES,MIDWEST,S_SUPPORT,SUPPORT,0,0,Racial Resentment Treatment Group,-3,-2,-2,Y,Y,Y,Y,N,N,MID,MID
WHITE,MALE,SEVENTIES,MAST,REP,YES,MOD,51k - 100k,NO,X,YES,MIDATLANTIC,SUPPORT,NEITHER,2,-1,Racial Resentment Treatment Group,3,3,1,N,N,N,X,N,N,LOW,MID
WHITE,MALE,FORTIES,BACH,IND,YES,MOD,51k - 100k,NO,X,NO,MIDWEST,NEITHER,NEITHER,2,-1,Race Neutral Control Group,-1,-4,3,Y,Y,N,X,X,X,LOW,MID
ASIAN,MALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHWEST,S_SUPPORT,S_OPPOSE,4,4,Racial Resentment Treatment Group,0,4,2,Y,N,N,N,Y,N,MID,MID
WHITE,MALE,SEVENTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,NEITHER,5,1,Race Neutral Control Group,-1,-1,3,Y,Y,N,X,X,X,MID,MID
BLACK,MALE,FORTIES,HS_GED,DEM,YES,CON,25k - 50k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,3,3,Linked Fate Treatment Group,-1,-1,-1,Y,Y,Y,Y,N,Y,MID,MID
WHITE,FEMALE,SIXTIES,SOME_COLL,IND,YES,MOD,25k - 50k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,3,1,Racial Resentment Treatment Group,-1,2,1,N,N,N,N,Y,N,MID,MID
WHITE,MALE,THIRTIES,SOME_COLL,IND,YES,LIB,51k - 100k,NO,X,NO,SOUTHWEST,S_SUPPORT,NEITHER,0,5,Linked Fate Treatment Group,1,3,3,N,N,N,N,Y,N,MID,MID
